id	metapop	alpha	alpha_imputed	pvalue	pvalue_imputed
ENSG00000108384	AFR	0.0		1.0	
ENSG00000108387	AFR	0.1		1.0	
ENSG00000108389	AFR	-1.34		0.31327	
ENSG00000108395	AFR	0.29688		0.72134	
ENSG00000108405	AFR	-4.0		0.32456	
ENSG00000108417	AFR	-6.7		0.00206	
ENSG00000108423	AFR	0.5	0.66667	1.0	0.45455
ENSG00000108424	AFR	-3.09091		0.35239	
ENSG00000108465	AFR	-2.61111	-1.5	0.11701	0.26666
ENSG00000108469	AFR	-0.13287	0.63077	0.81062	0.0935
ENSG00000108474	AFR	-0.33333		1.0	
ENSG00000108479	AFR	0.13043		0.81179	
ENSG00000108506	AFR	-5.66667		0.14861	
ENSG00000108509	AFR	-1.4	-1.4	0.24318	0.24318
ENSG00000108510	AFR	-0.33333	0.5	0.75932	0.33218
ENSG00000108515	AFR	0.70968		0.05939	
ENSG00000108523	AFR	0.46667		1.0	
ENSG00000108557	AFR	-1.54848	-0.24286	0.0381	0.80997
ENSG00000108559	AFR	0.05983		1.0	
ENSG00000108561	AFR	-6.5		0.2451	
ENSG00000108576	AFR	-1.13889		0.45779	
ENSG00000108578	AFR	-8.75	-2.0	0.08772	0.57576
ENSG00000108582	AFR	-0.11111		1.0	
ENSG00000108587	AFR	0.33333		1.0	
ENSG00000108591	AFR	-0.33333	0.5	1.0	1.0
ENSG00000108592	AFR	-0.90476	0.42857	0.36294	0.49334
ENSG00000108599	AFR	-2.55556		0.14746	
ENSG00000108602	AFR	-7.44444	-3.0	0.06567	0.33936
ENSG00000108639	AFR	0.89583		0.0391	
ENSG00000108641	AFR	-8.0	0.25	0.10114	1.0
ENSG00000108651	AFR	-0.25		1.0	
ENSG00000108654	AFR	0.55556		0.60839	
ENSG00000108669	AFR	-1.0		0.63801	
ENSG00000108679	AFR	0.11538		1.0	
ENSG00000108691	AFR	-0.5		1.0	
ENSG00000108700	AFR	-3.0		0.52381	
ENSG00000108702	AFR	0.0		1.0	
ENSG00000108733	AFR	0.0		1.0	
ENSG00000108759	AFR	-1.58333	-1.5	0.3533	0.35977
ENSG00000108771	AFR	-1.625	-1.0	0.27758	0.47149
ENSG00000108773	AFR	-0.03704		1.0	
ENSG00000108774	AFR	-1.0		1.0	
ENSG00000108784	AFR	0.0		1.0	
ENSG00000108786	AFR	-1.625	0.25	0.59615	1.0
ENSG00000108798	AFR	-6.0		0.0805	
ENSG00000108813	AFR	-6.5		0.24242	
ENSG00000108823	AFR	0.92857		0.01061	
ENSG00000108825	AFR	-1.1	0.2	0.58959	1.0
ENSG00000108826	AFR	-1.0	0.0	1.0	1.0
ENSG00000108828	AFR	0.85714		0.15158	
ENSG00000108829	AFR	0.0	0.25	1.0	0.75214
ENSG00000108839	AFR	-0.53333	0.33333	0.73838	0.72582
ENSG00000108846	AFR	-1.22222	-0.94444	0.11244	0.17524
ENSG00000108848	AFR	-1.28571		0.40652	
ENSG00000108852	AFR	-0.08333		1.0	
ENSG00000108878	AFR	-0.75		1.0	
ENSG00000108883	AFR	-5.85714	-5.0	0.16486	0.17358
ENSG00000108924	AFR	0.75		1.0	
ENSG00000108932	AFR	-9.0		0.06865	
ENSG00000108946	AFR	-3.0		0.18438	
ENSG00000108947	AFR	0.375		1.0	
ENSG00000108961	AFR	-0.66667		1.0	
ENSG00000108963	AFR	-2.5	-1.0	0.11733	0.4505
ENSG00000109016	AFR	0.5		1.0	
ENSG00000109046	AFR	-0.8		1.0	
ENSG00000109061	AFR	-11.77778		1e-05	
ENSG00000109062	AFR	0.0		1.0	
ENSG00000109063	AFR	-0.79487	0.37778	0.1459	0.27367
ENSG00000109066	AFR	-0.33333	0.66667	0.73845	0.24254
ENSG00000109072	AFR	-0.83333		0.47132	
ENSG00000109084	AFR	-1.5		0.57576	
ENSG00000109089	AFR	-1.4	0.0	0.61991	1.0
ENSG00000109101	AFR	0.48052	0.77273	0.36172	0.04885
ENSG00000109103	AFR	0.66667		1.0	
ENSG00000109107	AFR	-2.66667		0.45	
ENSG00000109111	AFR	-0.3		0.78248	
ENSG00000109118	AFR	-1.2		0.58768	
ENSG00000120063	AFR	-0.2		1.0	
ENSG00000120071	AFR	-3.16667	-1.25	0.31124	0.63503
ENSG00000120093	AFR	0.38462	0.875	1.0	0.1548
ENSG00000120094	AFR	-3.0	-0.33333	0.52527	1.0
ENSG00000121053	AFR	-3.66667		0.06721	
ENSG00000121057	AFR	0.0		1.0	
ENSG00000121058	AFR	-0.44		1.0	
ENSG00000121060	AFR	0.28571		0.72567	
ENSG00000121064	AFR	-1.25		0.62319	
ENSG00000121067	AFR	-1.0		1.0	
ENSG00000121075	AFR	-2.5	-1.33333	0.24092	0.43108
ENSG00000121101	AFR	-0.61938	0.71765	0.34169	0.0259
ENSG00000121104	AFR	-0.86667		0.64992	
ENSG00000124422	AFR	0.65714		0.36985	
ENSG00000125319	AFR	-3.95238		0.06589	
ENSG00000125409	AFR	0.6	0.7	0.63714	0.37975
ENSG00000125414	AFR	-0.45455		0.61417	
ENSG00000125430	AFR	0.42857		1.0	
ENSG00000125434	AFR	-2.75		0.2985	
ENSG00000125445	AFR	-8.16667	-4.0	0.05552	0.31469
ENSG00000125447	AFR	-1.33333		0.30838	
ENSG00000125449	AFR	-0.75		1.0	
ENSG00000125450	AFR	-0.375	0.58333	1.0	0.37616
ENSG00000125454	AFR	-2.2	-1.0	0.387	0.64992
ENSG00000125457	AFR	-2.0		1.0	
ENSG00000125458	AFR	-1.0		1.0	
ENSG00000125686	AFR	-0.96154	0.25	0.47273	0.69812
ENSG00000126337	AFR	0.5		0.501	
ENSG00000126353	AFR	-0.125		1.0	
ENSG00000126561	AFR	-6.77778		0.0899	
ENSG00000126562	AFR	-4.13333	-3.4	0.01477	0.0327
ENSG00000126581	AFR	-1.0		1.0	
ENSG00000126653	AFR	0.87302		0.05408	
ENSG00000126858	AFR	-3.2	-2.5	0.13166	0.23408
ENSG00000126860	AFR	-0.6		1.0	
ENSG00000126861	AFR	-3.0		0.52381	
ENSG00000127780	AFR	0.28571		1.0	
ENSG00000127804	AFR	-4.44444		0.11339	
ENSG00000128422	AFR	-8.1	-6.0	0.03692	0.08938
ENSG00000128482	AFR	-5.0		0.26573	
ENSG00000128487	AFR	-1.8	0.33333	0.148	0.72402
ENSG00000129195	AFR	0.78571		0.33259	
ENSG00000129204	AFR	-0.06076		1.0	
ENSG00000129214	AFR	-0.07143	0.5	1.0	0.64241
ENSG00000129219	AFR	-7.86364	-2.25	0.00093	0.11156
ENSG00000129221	AFR	-1.56	-0.28	0.19624	1.0
ENSG00000129226	AFR	-2.66667		0.2038	
ENSG00000129245	AFR	-0.5		1.0	
ENSG00000129250	AFR	-1.0	-0.33333	0.35752	0.75232
ENSG00000129646	AFR	0.14685	0.63636	0.72776	0.00884
ENSG00000129654	AFR	-3.0		0.33781	
ENSG00000129657	AFR	-0.6875		0.68705	
ENSG00000129667	AFR	-1.92308		0.13979	
ENSG00000129673	AFR	-1.75		0.39733	
ENSG00000130935	AFR	-1.28571	0.46667	0.21757	0.44973
ENSG00000131095	AFR	-0.92308		0.27734	
ENSG00000131096	AFR	-1.25		0.60839	
ENSG00000131097	AFR	0.2		1.0	
ENSG00000131242	AFR	-1.45455	-0.5	0.61462	1.0
ENSG00000131470	AFR	-0.75		0.6577	
ENSG00000131471	AFR	-1.65934	0.05714	0.14569	1.0
ENSG00000131473	AFR	-1.7	-1.25	0.1429	0.23121
ENSG00000131480	AFR	-2.77778		0.15519	
ENSG00000131482	AFR	0.61905		0.35537	
ENSG00000131737	AFR	0.13725	0.73333	0.82128	0.01747
ENSG00000131738	AFR	-6.94444	-4.5	0.01578	0.06564
ENSG00000131746	AFR	0.63636	0.66667	0.41203	0.40688
ENSG00000131747	AFR	0.04895	0.22727	1.0	0.62289
ENSG00000131748	AFR	0.32143	0.57143	1.0	0.65394
ENSG00000131899	AFR	-2.55556		0.16532	
ENSG00000132141	AFR	-0.9		0.44482	
ENSG00000132359	AFR	0.52632	0.83333	0.15514	0.00391
ENSG00000132361	AFR	-0.44		0.60321	
ENSG00000132376	AFR	0.15152		1.0	
ENSG00000132382	AFR	-0.62353	-0.07333	0.20689	1.0
ENSG00000132383	AFR	-0.62963		0.67762	
ENSG00000132386	AFR	-1.07407	-0.16667	0.44755	1.0
ENSG00000132470	AFR	-2.74634	-2.2	0.01552	0.0477
ENSG00000132471	AFR	0.62366		0.17377	
ENSG00000132475	AFR	-14.0		0.04299	
ENSG00000132481	AFR	-1.4	-0.77778	0.44248	0.69245
ENSG00000132510	AFR	-1.94737		0.27573	
ENSG00000132514	AFR	-2.25	0.0	0.21914	1.0
ENSG00000132517	AFR	-1.33333		0.62785	
ENSG00000132518	AFR	-0.33333		0.73442	
ENSG00000132522	AFR	0.44444		1.0	
ENSG00000132530	AFR	-0.92		0.60167	
ENSG00000132535	AFR	0.91346		0.0147	
ENSG00000132581	AFR	-19.0		0.08009	
ENSG00000132591	AFR	0.2		1.0	
ENSG00000133020	AFR	-1.24242	0.25253	0.01226	0.5667
ENSG00000133026	AFR	-20.71429		0.0002	
ENSG00000133027	AFR	-0.2	-0.2	1.0	1.0
ENSG00000133028	AFR	-0.66667	0.0	1.0	1.0
ENSG00000133030	AFR	-3.80159	-0.17857	0.00113	1.0
ENSG00000133195	AFR	0.25926	0.33333	1.0	0.70549
ENSG00000136436	AFR	0.40741		1.0	
ENSG00000136444	AFR	0.58333		0.62072	
ENSG00000136449	AFR	0.20588	0.625	1.0	0.29252
ENSG00000136457	AFR	-5.875	-2.33333	0.16025	0.60471
ENSG00000136463	AFR	-9.0		0.24242	
ENSG00000136478	AFR	-1.91176	-0.375	0.13054	1.0
ENSG00000136492	AFR	-1.72727	0.16667	0.13297	1.0
ENSG00000141040	AFR	-3.8		0.29412	
ENSG00000141052	AFR	-2.33333		0.21326	
ENSG00000141068	AFR	-1.82353	-0.0	0.42904	1.0
ENSG00000141127	AFR	-1.4		1.0	
ENSG00000141161	AFR	-1.40336	-0.57143	0.16243	0.56218
ENSG00000141179	AFR	0.11111	0.33333	1.0	1.0
ENSG00000141198	AFR	-2.25		0.35922	
ENSG00000141200	AFR	-0.85714	-0.4	0.35533	0.75186
ENSG00000141219	AFR	-1.78571	-1.57143	0.12801	0.13889
ENSG00000141252	AFR	-1.57143	-0.57143	0.14437	0.53713
ENSG00000141255	AFR	0.51429	0.73333	0.68547	0.22319
ENSG00000141258	AFR	-2.3		0.04061	
ENSG00000141279	AFR	0.83333		0.26573	
ENSG00000141293	AFR	-0.8		1.0	
ENSG00000141294	AFR	0.16667		1.0	
ENSG00000141295	AFR	0.6	0.83333	0.62867	0.3043
ENSG00000141298	AFR	-0.94444	0.16667	0.27273	0.77683
ENSG00000141314	AFR	-3.5		0.28006	
ENSG00000141337	AFR	-3.42105		0.34625	
ENSG00000141338	AFR	-1.72727	-0.13636	0.03702	1.0
ENSG00000141349	AFR	0.33333		1.0	
ENSG00000141371	AFR	0.6	0.9	0.63325	0.10256
ENSG00000141376	AFR	-1.05333	-0.46667	0.35104	0.74208
ENSG00000141456	AFR	-0.18182		0.80023	
ENSG00000141480	AFR	-0.125		1.0	
ENSG00000141485	AFR	-0.28571		1.0	
ENSG00000141497	AFR	0.64205		0.13015	
ENSG00000141499	AFR	0.38462		1.0	
ENSG00000141503	AFR	-6.8125		0.00914	
ENSG00000141504	AFR	-1.5	0.0	1.0	1.0
ENSG00000141506	AFR	-1.09524		0.4957	
ENSG00000141519	AFR	-0.30435	0.4146	0.51221	0.15288
ENSG00000141522	AFR	-0.71429		1.0	
ENSG00000141524	AFR	0.675		0.42707	
ENSG00000141526	AFR	-0.728		0.54474	
ENSG00000141527	AFR	-0.48421	-0.2	0.55077	0.77228
ENSG00000141540	AFR	-0.22222		0.77508	
ENSG00000141551	AFR	-0.46667		0.70429	
ENSG00000141552	AFR	-7.75	-1.5	0.12622	0.57576
ENSG00000141556	AFR	-5.89394	-4.83333	1e-05	0.0001
ENSG00000141560	AFR	-0.66667		0.67335	
ENSG00000141562	AFR	-0.875	-0.5	0.49053	0.72239
ENSG00000141564	AFR	0.25499	0.73554	0.63231	0.02223
ENSG00000141568	AFR	-3.5	-1.25	0.08702	0.46089
ENSG00000141569	AFR	-2.5	-1.0	0.31225	0.62848
ENSG00000141574	AFR	-0.14074		1.0	
ENSG00000141576	AFR	-0.16667		1.0	
ENSG00000141577	AFR	-0.44061	-0.01587	0.4075	1.0
ENSG00000141579	AFR	-0.02564	0.42308	1.0	0.3961
ENSG00000141582	AFR	-1.22222		1.0	
ENSG00000141696	AFR	0.42963	0.63333	0.52651	0.176
ENSG00000141699	AFR	0.38889		1.0	
ENSG00000141736	AFR	-1.52083	-0.83333	0.22995	0.53083
ENSG00000141738	AFR	-0.08333		1.0	
ENSG00000141748	AFR	-0.6		1.0	
ENSG00000141750	AFR	0.8125		0.16176	
ENSG00000141753	AFR	0.25		1.0	
ENSG00000141756	AFR	-0.70455	-0.25	0.70027	1.0
ENSG00000142484	AFR	-4.0		0.28613	
ENSG00000142494	AFR	-0.86667	-0.33333	0.6951	1.0
ENSG00000142507	AFR	-0.4		1.0	
ENSG00000146872	AFR	0.2		1.0	
ENSG00000153822	AFR	-2.0		0.38754	
ENSG00000153930	AFR	-0.43195	0.32308	0.59334	0.56392
ENSG00000153933	AFR	0.11111		1.0	
ENSG00000154025	AFR	-0.56682	-0.42857	0.58684	0.59075
ENSG00000154229	AFR	-0.52381		1.0	
ENSG00000154240	AFR	-2.4	-2.0	0.10705	0.19079
ENSG00000154258	AFR	-1.86979		0.03588	
ENSG00000154262	AFR	-1.16346	-0.73077	0.17335	0.41895
ENSG00000154263	AFR	0.07265	0.61111	1.0	0.15336
ENSG00000154265	AFR	-0.33333		0.77136	
ENSG00000154760	AFR	0.28134	0.45481	0.51644	0.18351
ENSG00000154803	AFR	0.83333	0.91667	0.01706	0.00089
ENSG00000154914	AFR	0.04348	0.71429	1.0	0.17646
ENSG00000154957	AFR	0.33333	0.77778	1.0	0.28006
ENSG00000157637	AFR	-0.6899	0.40625	0.29037	0.34271
ENSG00000158955	AFR	-2.0	-1.5	0.38985	0.40821
ENSG00000159111	AFR	-2.5		0.53846	
ENSG00000159182	AFR	0.0		1.0	
ENSG00000159202	AFR	0.83333		0.49091	
ENSG00000159210	AFR	-1.66667	0.0	1.0	1.0
ENSG00000159217	AFR	0.2		1.0	
ENSG00000159224	AFR	-1.33333		1.0	
ENSG00000159314	AFR	-3.0625		0.19771	
ENSG00000159640	AFR	0.35059		0.27446	
ENSG00000159842	AFR	0.22222		0.77715	
ENSG00000160602	AFR	0.14286		1.0	
ENSG00000161381	AFR	0.62857	0.8	0.62785	0.32456
ENSG00000161405	AFR	-0.55556		1.0	
ENSG00000161509	AFR	-0.86667	-0.16667	0.30895	0.79519
ENSG00000161513	AFR	-0.56643		0.55128	
ENSG00000161533	AFR	-1.02381	-0.66667	0.45058	0.69515
ENSG00000161542	AFR	-2.0		0.58042	
ENSG00000161594	AFR	-0.5		1.0	
ENSG00000161647	AFR	-5.875		0.16025	
ENSG00000161649	AFR	0.14286		1.0	
ENSG00000161653	AFR	-4.25		0.28205	
ENSG00000161664	AFR	-4.75		0.04435	
ENSG00000161682	AFR	-3.0		0.29945	
ENSG00000161692	AFR	0.29167	0.66667	1.0	0.253
ENSG00000161905	AFR	-4.09091		0.12121	
ENSG00000161920	AFR	-3.0		1.0	
ENSG00000161921	AFR	0.8	0.85714	0.32456	0.15158
ENSG00000161929	AFR	-0.5		1.0	
ENSG00000161940	AFR	-5.28571		0.15495	
ENSG00000161944	AFR	0.92857		0.03287	
ENSG00000161960	AFR	-0.25		1.0	
ENSG00000161970	AFR	-1.0		1.0	
ENSG00000161973	AFR	-3.66667	-1.0	0.22807	1.0
ENSG00000164729	AFR	-0.63636	0.27273	0.71279	1.0
ENSG00000166260	AFR	-0.14286		1.0	
ENSG00000166329	AFR	-9.0	-1.0	0.24242	1.0
ENSG00000166482	AFR	0.85714		0.24476	
ENSG00000166484	AFR	-1.35714		0.32998	
ENSG00000166596	AFR	-3.25	0.0	0.11571	1.0
ENSG00000166685	AFR	-0.46154	0.0	0.68203	1.0
ENSG00000166750	AFR	-0.1		1.0	
ENSG00000167080	AFR	-2.125	0.0	0.15	1.0
ENSG00000167100	AFR	0.66667		0.36652	
ENSG00000167105	AFR	0.33333	0.33333	1.0	1.0
ENSG00000167107	AFR	0.625	0.75	0.29472	0.14661
ENSG00000167182	AFR	-1.11765		1.0	
ENSG00000167193	AFR	0.16667		1.0	
ENSG00000167258	AFR	-2.2		0.1685	
ENSG00000167280	AFR	-2.22368	0.20455	0.09957	0.71437
ENSG00000167291	AFR	-2.36538		0.05676	
ENSG00000167302	AFR	-0.01961	0.66667	1.0	0.07671
ENSG00000167419	AFR	-0.15556		1.0	
ENSG00000167434	AFR	0.75	0.75	0.33835	0.33835
ENSG00000167447	AFR	0.11111	0.75	1.0	0.31889
ENSG00000167525	AFR	0.05714		1.0	
ENSG00000167536	AFR	0.2	0.83333	1.0	0.11888
ENSG00000167543	AFR	-5.66667		0.0511	
ENSG00000167549	AFR	-10.66667		0.11888	
ENSG00000167693	AFR	0.45455		0.66682	
ENSG00000167695	AFR	0.11111		1.0	
ENSG00000167699	AFR	-1.27273		0.429	
ENSG00000167703	AFR	0.16923	0.7	1.0	0.09669
ENSG00000167705	AFR	-2.6	-1.0	0.53676	1.0
ENSG00000167711	AFR	-2.73333		0.21376	
ENSG00000167716	AFR	-0.36662	0.90074	0.45324	7e-05
ENSG00000167721	AFR	-2.08		0.16412	
ENSG00000167723	AFR	-1.64815	-0.625	0.10295	0.56133
ENSG00000167840	AFR	0.5		0.64992	
ENSG00000167850	AFR	-0.33333	0.33333	1.0	1.0
ENSG00000167851	AFR	0.92308	0.92308	0.06089	0.06089
ENSG00000167858	AFR	-0.2381	0.33333	1.0	0.69683
ENSG00000167861	AFR	-0.76471		0.38834	
ENSG00000167862	AFR	-2.5		0.53846	
ENSG00000167874	AFR	-2.75		0.3047	
ENSG00000167880	AFR	-0.49581	0.45143	0.29716	0.12859
ENSG00000167881	AFR	0.6875		0.61057	
ENSG00000167889	AFR	-0.47826	0.575	0.59836	0.19326
ENSG00000167895	AFR	0.45312		0.38667	
ENSG00000167914	AFR	-1.14286		0.66685	
ENSG00000167916	AFR	0.4	0.46667	0.52732	0.51276
ENSG00000167920	AFR	-0.03896	0.28571	1.0	0.7289
ENSG00000167925	AFR	0.0		1.0	
ENSG00000168259	AFR	0.44444		1.0	
ENSG00000168517	AFR	-0.2		1.0	
ENSG00000168591	AFR	-9.5		0.21678	
ENSG00000168646	AFR	-2.5	0.06667	0.14824	1.0
ENSG00000168792	AFR	-21.0	-3.0	0.02171	0.52381
ENSG00000168961	AFR	-0.14706		1.0	
ENSG00000169660	AFR	0.1	0.66667	1.0	0.08515
ENSG00000169683	AFR	-2.78125		0.09148	
ENSG00000169689	AFR	-2.5		0.49091	
ENSG00000169696	AFR	0.13462	0.375	0.80462	0.43722
ENSG00000169710	AFR	0.07407		1.0	
ENSG00000169718	AFR	0.79167		0.30769	
ENSG00000169727	AFR	-15.0		0.08891	
ENSG00000169733	AFR	0.79		0.09116	
ENSG00000169738	AFR	0.42857	0.71429	1.0	0.32867
ENSG00000169750	AFR	0.93043		0.01402	
ENSG00000170004	AFR	-1.75	-0.66667	0.28959	1.0
ENSG00000170037	AFR	-0.78571	-0.5	0.66224	0.67878
ENSG00000170175	AFR	0.08333		1.0	
ENSG00000170190	AFR	-0.66667		0.51048	
ENSG00000170291	AFR	-2.25		0.54386	
ENSG00000170412	AFR	-0.44737		0.58274	
ENSG00000170703	AFR	0.29412		0.76844	
ENSG00000170832	AFR	-5.0		0.01879	
ENSG00000170836	AFR	0.0		1.0	
ENSG00000170921	AFR	-0.95489		0.27862	
ENSG00000171246	AFR	0.25		1.0	
ENSG00000171298	AFR	-1.57143	-0.07143	0.04471	1.0
ENSG00000171302	AFR	0.53846	0.53846	0.33321	0.33321
ENSG00000171345	AFR	-5.66667	-3.0	0.15712	0.57647
ENSG00000171346	AFR	-5.875		0.00159	
ENSG00000171360	AFR	0.125	0.75	1.0	0.1819
ENSG00000171403	AFR	-0.6		1.0	
ENSG00000171431	AFR	-0.66667		1.0	
ENSG00000171446	AFR	-17.4		0.01327	
ENSG00000171475	AFR	0.14286		1.0	
ENSG00000171595	AFR	-1.05357	-0.42857	0.25529	0.76428
ENSG00000171634	AFR	-0.875	0.6875	0.19353	0.09396
ENSG00000171861	AFR	0.25		1.0	
ENSG00000171928	AFR	-0.5		1.0	
ENSG00000171931	AFR	0.07143	0.14286	1.0	1.0
ENSG00000171953	AFR	-1.18803		0.23206	
ENSG00000172123	AFR	0.2381		1.0	
ENSG00000172146	AFR	0.125		1.0	
ENSG00000172150	AFR	0.25	0.73333	1.0	0.58042
ENSG00000172171	AFR	-8.0		0.22222	
ENSG00000172301	AFR	0.7		0.59207	
ENSG00000172421	AFR	-2.5	0.5	0.57647	1.0
ENSG00000172716	AFR	-0.09091		1.0	
ENSG00000172782	AFR	0.4		0.69439	
ENSG00000172794	AFR	-0.1875		1.0	
ENSG00000172992	AFR	-1.5		0.61262	
ENSG00000173714	AFR	0.72576	0.88158	0.00666	5e-05
ENSG00000173757	AFR	0.0		1.0	
ENSG00000173762	AFR	-1.93333		0.36304	
ENSG00000173801	AFR	-3.75	-0.5	0.08332	1.0
ENSG00000173805	AFR	-1.75	-0.375	0.18704	0.74699
ENSG00000173818	AFR	0.19231		1.0	
ENSG00000173821	AFR	0.27389		0.14394	
ENSG00000173826	AFR	-0.35	0.59091	0.60086	0.15351
ENSG00000173838	AFR	-0.2	0.25	0.78265	0.77894
ENSG00000173868	AFR	-0.875		1.0	
ENSG00000173894	AFR	-1.78571		0.2913	
ENSG00000173908	AFR	-6.5	-1.1	0.04387	0.64241
ENSG00000173917	AFR	-1.66667		0.60003	
ENSG00000173918	AFR	0.10714		1.0	
ENSG00000173991	AFR	0.58333		1.0	
ENSG00000174231	AFR	0.50769		0.15572	
ENSG00000174238	AFR	0.66667		0.54747	
ENSG00000174282	AFR	-2.24211		0.081	
ENSG00000174326	AFR	-2.2		0.55	
ENSG00000174327	AFR	-6.33333		0.13534	
ENSG00000175106	AFR	-5.0		0.26154	
ENSG00000175175	AFR	-1.0		1.0	
ENSG00000175662	AFR	-1.0		1.0	
ENSG00000175832	AFR	-2.0		0.34405	
ENSG00000175866	AFR	0.15385		1.0	
ENSG00000175931	AFR	-1.30588		0.23687	
ENSG00000176108	AFR	0.66667		0.59276	
ENSG00000176155	AFR	0.19333		0.66858	
ENSG00000176160	AFR	0.5		0.63801	
ENSG00000176170	AFR	-2.0	0.0	0.25186	1.0
ENSG00000176208	AFR	0.48		0.22361	
ENSG00000176358	AFR	0.5		1.0	
ENSG00000176390	AFR	0.0		1.0	
ENSG00000176563	AFR	-0.5	-0.5	1.0	1.0
ENSG00000176658	AFR	-1.0		0.5006	
ENSG00000176809	AFR	-0.93921		0.25037	
ENSG00000176927	AFR	0.25882		0.6163	
ENSG00000176974	AFR	-1.7	-0.5	0.60268	1.0
ENSG00000176994	AFR	-4.68182	-2.33333	0.0822	0.39439
ENSG00000177294	AFR	-1.0	-0.5	0.63819	1.0
ENSG00000177302	AFR	-0.38462	0.5	0.77367	0.33321
ENSG00000177303	AFR	-5.16667		0.00802	
ENSG00000177370	AFR	0.0625		1.0	
ENSG00000177374	AFR	0.07407		1.0	
ENSG00000177427	AFR	0.84067	0.84906	0.00758	0.00339
ENSG00000177469	AFR	-0.11111		1.0	
ENSG00000177602	AFR	-0.20635		1.0	
ENSG00000177728	AFR	-0.19298		1.0	
ENSG00000177731	AFR	-0.9378		0.22305	
ENSG00000178404	AFR	-3.76667	-1.75	0.01606	0.20816
ENSG00000178607	AFR	-2.33333		0.1198	
ENSG00000178789	AFR	-0.78571		0.65617	
ENSG00000178852	AFR	0.52381	0.94444	0.47798	0.00166
ENSG00000178921	AFR	-6.95455	-5.81818	3e-05	0.00018
ENSG00000178971	AFR	0.32353	0.66471	0.40272	0.02191
ENSG00000178999	AFR	-1.0	0.0	1.0	1.0
ENSG00000179094	AFR	-1.41667	-0.2	0.14165	1.0
ENSG00000179148	AFR	-0.11111		1.0	
ENSG00000179314	AFR	-0.03889	0.26667	1.0	0.77688
ENSG00000179409	AFR	-1.41176		0.06817	
ENSG00000179477	AFR	0.05208		1.0	
ENSG00000179593	AFR	-0.41667	0.30556	0.7219	0.71038
ENSG00000179598	AFR	-2.33333		0.54545	
ENSG00000179604	AFR	0.78571		0.1107	
ENSG00000179673	AFR	0.25		1.0	
ENSG00000179761	AFR	-1.26667		0.58549	
ENSG00000180336	AFR	0.34694		1.0	
ENSG00000180386	AFR	0.71429		0.32867	
ENSG00000180626	AFR	-0.12179	0.44444	1.0	0.53316
ENSG00000180638	AFR	-0.85185		0.67762	
ENSG00000180787	AFR	-1.0		1.0	
ENSG00000180891	AFR	0.65714	0.71429	0.25186	0.23286
ENSG00000181013	AFR	-0.2		1.0	
ENSG00000181031	AFR	-5.0	-2.0	0.2668	0.58824
ENSG00000181045	AFR	-0.85714		0.50021	
ENSG00000181222	AFR	0.89841		0.00091	
ENSG00000181284	AFR	-2.75		0.33484	
ENSG00000181291	AFR	-2.25714	-0.2	0.07754	1.0
ENSG00000181323	AFR	0.82857		0.09684	
ENSG00000181350	AFR	-1.6	0.0	0.52105	1.0
ENSG00000181396	AFR	-0.55844		0.52052	
ENSG00000181408	AFR	-1.91667		0.37423	
ENSG00000181409	AFR	0.11304		0.84192	
ENSG00000181481	AFR	-5.0	-1.0	0.08501	0.63287
ENSG00000181523	AFR	-0.14286		0.80567	
ENSG00000181610	AFR	0.66667		1.0	
ENSG00000181856	AFR	0.0	0.0	1.0	1.0
ENSG00000181885	AFR	-5.0		0.49091	
ENSG00000182040	AFR	-5.22222		0.08611	
ENSG00000182156	AFR	0.31944	0.65	0.75459	0.1775
ENSG00000182173	AFR	-13.58333	-7.16667	0.00233	0.04054
ENSG00000182271	AFR	0.33333		1.0	
ENSG00000182327	AFR	0.41667		1.0	
ENSG00000182446	AFR	-3.07407	-1.85714	0.05939	0.19683
ENSG00000182473	AFR	-3.5	-0.625	0.03386	0.71692
ENSG00000182481	AFR	-0.16667		1.0	
ENSG00000182534	AFR	0.83333		0.17935	
ENSG00000182557	AFR	0.16667	0.7	1.0	0.09526
ENSG00000182612	AFR	0.625	0.75	0.61262	0.33824
ENSG00000182628	AFR	0.75		0.52273	
ENSG00000182687	AFR	-5.0		0.13785	
ENSG00000182853	AFR	-0.75		1.0	
ENSG00000182896	AFR	-1.0		1.0	
ENSG00000182938	AFR	-0.92308	0.0	0.49626	1.0
ENSG00000183010	AFR	-0.81818	0.33333	1.0	1.0
ENSG00000183018	AFR	0.28		0.72782	
ENSG00000183024	AFR	0.88811		0.01279	
ENSG00000183034	AFR	-0.66667	0.0	0.53277	1.0
ENSG00000183048	AFR	0.81818		0.1688	
ENSG00000183077	AFR	0.79545	0.81818	0.32174	0.31677
ENSG00000183318	AFR	-0.14286		1.0	
ENSG00000183691	AFR	-6.5		0.24242	
ENSG00000183914	AFR	-0.43939	0.25926	0.25154	0.3661
ENSG00000183978	AFR	0.22222		1.0	
ENSG00000184009	AFR	0.04545		1.0	
ENSG00000184166	AFR	-0.8		1.0	
ENSG00000184361	AFR	0.11111		1.0	
ENSG00000184560	AFR	-0.00538		1.0	
ENSG00000184640	AFR	0.28		0.61701	
ENSG00000184650	AFR	-1.5		0.63719	
ENSG00000184811	AFR	-0.14286		1.0	
ENSG00000184922	AFR	0.35		0.53544	
ENSG00000184988	AFR	-15.0		0.08891	
