id	pop	DAF0f	DAF4f	p0	pi	di	d0	chr	mi	m0	recomb
FBgn0039655	ZI	25;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	17;4;2;1;2;0;1;1;3;0;0;0;1;0;0;0;0;0;0;0	32.0	32.0	10.0	12.0	3R	725	167	0.870513115
FBgn0039656	ZI	87;18;7;2;3;0;2;0;3;0;0;0;0;0;1;0;0;0;2;3	33;24;4;2;0;0;0;1;1;2;0;0;0;0;2;0;1;0;6;2	78.0	128.0	31.0	23.0	3R	1610	327	0.870513115
FBgn0039659	ZI	36;4;4;1;3;2;2;0;1;1;1;0;2;1;0;0;0;0;0;3	15;4;2;2;0;2;3;0;2;1;1;1;0;0;0;0;0;1;0;3	37.0	61.0	53.0	10.0	3R	780	195	7.50817562
FBgn0039663	ZI	23;1;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;1	30;8;5;4;0;2;0;2;0;1;1;1;0;0;1;1;0;2;0;1	59.0	31.0	12.0	14.0	3R	1219	320	5.114264553
FBgn0039664	ZI	17;2;0;0;0;0;0;0;1;1;1;0;0;0;0;3;0;0;0;0	27;4;4;0;3;0;0;1;1;2;1;0;0;0;1;1;0;0;1;0	46.0	25.0	10.0	7.0	3R	608	161	5.114264553
FBgn0039665	ZI	3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	15;2;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;1;2;2	28.0	5.0	1.0	13.0	3R	475	146	5.114264553
FBgn0039666	ZI	8;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1	11;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0	16.0	15.0	7.0	3.0	3R	226	53	5.114264553
FBgn0039667	ZI	1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	24;4;5;2;1;1;2;1;0;0;0;1;0;2;0;0;0;1;0;2	46.0	2.0	1.0	15.0	3R	965	237	5.114264553
FBgn0039668	ZI	26;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2	48;11;2;2;4;0;1;0;0;1;0;0;1;0;0;1;1;0;1;1	74.0	32.0	30.0	25.0	3R	1561	443	5.114264553
FBgn0039669	ZI	2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0	11;4;2;2;2;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0	25.0	5.0	2.0	7.0	3R	418	106	5.114264553
FBgn0039670	ZI	14;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1	11;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1	20.0	17.0	16.0	6.0	3R	405	103	1.741026231
FBgn0039671	ZI	8;1;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;1	6;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0	11.0	15.0	9.0	9.0	3R	443	110	1.741026231
FBgn0039673	ZI	34;0;2;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1	26;3;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;2;0;2	39.0	45.0	7.0	18.0	3R	923	235	1.741026231
FBgn0039674	ZI	7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	19;1;3;2;2;1;1;0;0;0;0;0;1;0;2;1;0;0;2;2	37.0	7.0	3.0	15.0	3R	613	168	1.741026231
FBgn0039675	ZI	24;6;1;2;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0	26;3;1;4;2;3;0;2;1;1;0;0;0;0;1;0;0;0;0;2	46.0	38.0	14.0	17.0	3R	1052	228	1.741026231
FBgn0039676	ZI	23;2;1;0;1;2;3;0;0;0;0;1;0;1;1;0;0;0;0;0	28;8;0;3;2;1;0;1;2;1;0;0;1;0;0;0;0;0;0;1	48.0	35.0	22.0	18.0	3R	1122	247	1.741026231
FBgn0039677	ZI	18;1;2;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;4	22;7;3;0;1;2;0;1;0;0;1;0;3;0;0;3;0;0;0;0	43.0	29.0	19.0	19.0	3R	895	199	1.741026231
FBgn0039678	ZI	6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0	14.0	6.0	2.0	4.0	3R	278	60	1.741026231
FBgn0039679	ZI	19;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2	19;2;1;2;0;2;1;0;1;0;0;0;0;0;0;0;1;0;0;1	30.0	25.0	103.0	29.0	3R	986	210	1.741026231
FBgn0039680	ZI	31;5;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1	62;12;4;6;4;3;2;5;1;3;0;3;2;2;2;0;1;1;5;4	122.0	41.0	17.0	46.0	3R	2620	600	1.632212091
FBgn0039681	ZI	2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	13.0	3.0	0.0	0.0	3R	483	132	1.632212091
FBgn0039682	ZI	9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0	18.0	10.0	2.0	1.0	3R	294	61	1.632212091
FBgn0039683	ZI	11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	35;8;1;3;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0	53.0	14.0	4.0	11.0	3R	977	265	1.632212091
FBgn0039684	ZI	17;2;4;3;3;1;0;0;0;0;1;0;0;0;1;2;0;0;0;0	6;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1	11.0	34.0	2.0	8.0	3R	273	51	1.632212091
FBgn0039685	ZI	3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0	12.0	4.0	0.0	3.0	3R	293	57	1.632212091
FBgn0039686	ZI	24;4;3;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	21;6;4;2;1;1;2;1;0;0;0;0;1;0;1;0;0;0;1;1	42.0	35.0	7.0	10.0	3R	572	160	1.632212091
FBgn0039687	ZI	4;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	5;4;3;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1	19.0	10.0	7.0	1.0	3R	395	78	1.632212091
FBgn0039688	ZI	9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	27;5;5;3;2;2;0;1;0;2;0;1;1;0;0;0;0;0;2;0	51.0	12.0	68.0	34.0	3R	2985	724	1.632212091
FBgn0039689	ZI	8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1	14;4;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0	21.0	10.0	4.0	16.0	3R	575	133	1.632212091
FBgn0039690	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;3;2;2;2;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0	20.0	3.0	2.0	4.0	3R	432	118	1.632212091
FBgn0039691	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	30;5;3;4;2;0;1;0;1;0;2;1;0;0;1;0;1;0;0;4	55.0	4.0	2.0	15.0	3R	1175	262	1.632212091
FBgn0039694	ZI	10;2;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1	23;6;3;0;2;1;0;0;1;0;1;0;1;0;0;0;0;0;2;1	41.0	18.0	9.0	7.0	3R	599	162	2.393911067
FBgn0039696	ZI	17;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0	41;5;5;1;2;2;2;0;3;2;2;0;1;0;1;1;0;0;2;3	73.0	21.0	12.0	24.0	3R	1842	432	2.393911067
FBgn0039697	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	11;2;2;0;1;3;0;0;0;0;0;0;0;0;0;4;0;0;1;0	24.0	3.0	0.0	4.0	3R	486	141	2.393911067
FBgn0039698	ZI	8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	16;4;1;0;0;1;0;0;0;0;2;0;0;1;0;0;1;0;0;0	26.0	9.0	0.0	16.0	3R	595	164	2.393911067
FBgn0039702	ZI	20;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0	20;2;3;4;3;1;0;1;1;0;1;0;2;0;0;0;0;0;0;1	39.0	25.0	2.0	15.0	3R	834	206	2.393911067
FBgn0039703	ZI	16;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0	9;2;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0	15.0	20.0	4.0	9.0	3R	488	132	2.393911067
FBgn0039704	ZI	14;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0	36;3;4;2;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0	49.0	18.0	8.0	13.0	3R	1428	351	2.393911067
FBgn0039705	ZI	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1	13.0	5.0	2.0	9.0	3R	1172	271	2.393911067
FBgn0039707	ZI	5;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1	6.0	11.0	24.0	10.0	3R	392	85	2.393911067
FBgn0039709	ZI	53;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4	74;13;4;1;2;5;1;3;1;1;1;1;1;1;0;0;1;1;1;7	119.0	63.0	216.0	74.0	3R	3268	836	2.393911067
FBgn0039710	ZI	3;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0	16;1;1;3;1;0;2;1;3;2;0;0;1;0;0;0;0;1;0;2	34.0	6.0	8.0	10.0	3R	1107	246	2.393911067
FBgn0039711	ZI	18;0;3;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;2	10;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1	14.0	28.0	55.0	10.0	3R	690	148	2.393911067
FBgn0039712	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	7;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1	12.0	4.0	6.0	16.0	3R	595	130	2.393911067
FBgn0039713	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8.0	0.0	0.0	4.0	3R	388	105	2.393911067
FBgn0039714	ZI	5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	11;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1	17.0	6.0	3.0	11.0	3R	679	180	2.393911067
FBgn0039718	ZI	19;3;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1	8;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0	13.0	27.0	5.0	5.0	3R	311	83	2.393911067
FBgn0039719	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7.0	3.0	1.0	5.0	3R	243	65	2.393911067
FBgn0039722	ZI	8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;2	13.0	9.0	1.0	4.0	3R	287	77	2.393911067
FBgn0039723	ZI	9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	4;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0	7.0	11.0	1.0	3.0	3R	327	73	2.393911067
FBgn0039726	ZI	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;3;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0	14.0	1.0	1.0	14.0	3R	583	146	2.393911067
FBgn0039727	ZI	179;12;3;6;8;0;1;0;2;1;1;0;0;0;0;1;0;1;2;3	131;20;12;8;10;5;4;4;4;4;1;0;3;2;0;3;0;1;3;9	224.0	220.0	132.0	142.0	3R	7173	1601	2.393911067
FBgn0039728	ZI	56;3;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0	72;13;11;6;3;1;2;0;2;1;3;3;1;0;0;2;1;0;1;0	122.0	64.0	9.0	42.0	3R	2580	673	2.0674686490000003
FBgn0039730	ZI	28;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	20;3;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2	29.0	31.0	14.0	12.0	3R	750	197	2.0674686490000003
FBgn0039731	ZI	22;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	8;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0	13.0	26.0	14.0	10.0	3R	891	186	2.0674686490000003
FBgn0039732	ZI	7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	5;1;1;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0	12.0	9.0	0.0	9.0	3R	307	69	2.0674686490000003
FBgn0039733	ZI	7;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	9;3;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0	18.0	9.0	3.0	11.0	3R	784	183	2.0674686490000003
FBgn0039734	ZI	11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	23;4;2;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1	34.0	12.0	40.0	25.0	3R	1414	312	2.0674686490000003
FBgn0039735	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3.0	2.0	0.0	4.0	3R	311	60	2.0674686490000003
FBgn0039736	ZI	22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	23;4;1;2;0;3;1;0;1;1;1;0;0;1;2;0;1;0;0;1	42.0	23.0	17.0	26.0	3R	1161	317	2.0674686490000003
FBgn0039737	ZI	2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	17;3;3;0;0;1;0;2;0;1;0;1;0;0;0;0;0;0;0;3	31.0	3.0	0.0	15.0	3R	923	239	2.0674686490000003
FBgn0039738	ZI	9;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	25;3;4;1;2;0;1;1;2;0;0;0;1;0;2;0;0;0;0;1	43.0	11.0	3.0	3.0	3R	1166	280	2.0674686490000003
FBgn0039739	ZI	7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3.0	7.0	11.0	15.0	3R	118	36	2.0674686490000003
FBgn0039740	ZI	8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1	19;3;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0	27.0	10.0	13.0	10.0	3R	885	164	2.0674686490000003
FBgn0039741	ZI	13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	20.0	15.0	4.0	15.0	3R	636	168	2.0674686490000003
FBgn0039742	ZI	11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;2;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0	17.0	13.0	2.0	6.0	3R	430	113	2.0674686490000003
FBgn0039743	ZI	17;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	21;4;2;0;0;3;2;1;1;1;1;2;0;1;1;0;0;0;1;0	41.0	20.0	12.0	11.0	3R	920	223	2.0674686490000003
FBgn0039744	ZI	7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0	9.0	7.0	2.0	4.0	3R	215	46	2.0674686490000003
FBgn0039747	ZI	33;7;2;2;0;1;0;0;2;0;0;1;0;0;1;0;0;1;0;0	36;8;5;5;3;4;3;4;1;1;1;0;0;0;0;1;0;2;1;4	79.0	50.0	7.0	15.0	3R	1481	413	1.305769673
FBgn0039748	ZI	14;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	8;1;1;1;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;1	16.0	17.0	2.0	3.0	3R	380	80	1.305769673
FBgn0039749	ZI	19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0	26;6;6;0;1;2;0;0;0;1;0;1;2;0;1;1;0;1;0;2	50.0	21.0	3.0	18.0	3R	986	276	1.305769673
FBgn0039751	ZI	18;3;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0	13;2;1;1;1;2;0;1;0;1;0;0;1;0;1;0;0;1;0;0	25.0	25.0	7.0	6.0	3R	498	112	2.829167625
FBgn0039752	ZI	26;5;4;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;2	17;4;2;0;0;0;0;0;0;1;1;0;2;0;1;0;0;1;1;0	30.0	43.0	23.0	17.0	3R	948	229	2.829167625
FBgn0039754	ZI	7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	27;2;1;1;3;2;1;0;0;1;1;0;0;0;1;0;0;0;1;0	41.0	7.0	2.0	11.0	3R	897	222	2.829167625
FBgn0039755	ZI	18;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	22;7;1;2;0;2;0;0;1;0;0;0;0;0;0;2;0;0;0;2	39.0	23.0	2.0	6.0	3R	641	158	2.829167625
FBgn0039756	ZI	15;3;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0	20;2;1;1;1;4;0;0;0;1;0;1;0;0;1;0;0;0;2;1	35.0	22.0	1.0	9.0	3R	825	189	2.829167625
FBgn0039757	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	12.0	0.0	0.0	2.0	3R	364	93	2.829167625
FBgn0039758	ZI	13;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	20;5;1;2;2;0;0;1;0;0;1;1;0;0;1;1;2;1;1;2	41.0	15.0	1.0	17.0	3R	818	182	2.829167625
FBgn0039759	ZI	25;3;0;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0	24;3;7;2;2;0;3;3;1;0;2;0;1;1;0;0;0;1;1;1	52.0	35.0	16.0	11.0	3R	804	206	2.829167625
FBgn0039760	ZI	70;8;3;2;0;0;1;2;0;1;0;0;0;0;1;1;2;1;2;7	48;6;5;1;1;0;0;0;2;1;0;0;0;0;2;3;1;2;3;9	84.0	101.0	22.0	13.0	3R	930	271	2.829167625
FBgn0039761	ZI	23;1;0;0;1;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0	12;1;1;0;2;3;2;1;1;0;0;2;0;0;1;0;0;0;0;1	27.0	30.0	3.0	3.0	3R	350	102	2.829167625
FBgn0039764	ZI	12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1	9.0	13.0	1.0	1.0	3R	235	39	1.305769673
FBgn0039765	ZI	5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;2;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0	12.0	8.0	3.0	4.0	3R	263	61	1.305769673
FBgn0039766	ZI	30;3;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	8;2;4;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;1;0	21.0	38.0	16.0	6.0	3R	359	83	1.305769673
FBgn0039767	ZI	7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	14;4;2;3;1;1;0;1;1;0;2;1;0;0;0;0;1;0;1;1	33.0	8.0	0.0	9.0	3R	929	248	1.305769673
FBgn0039768	ZI	23;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0	39;9;2;0;0;1;0;0;3;2;0;0;1;1;0;1;2;1;0;2	64.0	29.0	16.0	17.0	3R	1349	313	1.305769673
FBgn0039769	ZI	31;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0	22;6;2;2;4;1;0;0;0;1;2;1;0;0;0;3;1;2;2;2	51.0	34.0	18.0	17.0	3R	1296	278	1.305769673
FBgn0039770	ZI	22;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0	14;0;1;0;1;1;1;1;0;0;0;2;0;0;0;0;0;0;1;0	22.0	27.0	4.0	7.0	3R	684	185	1.305769673
FBgn0039771	ZI	17;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0	5;1;3;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;2;1	16.0	24.0	6.0	10.0	3R	500	120	1.305769673
FBgn0039773	ZI	9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	10;2;3;0;1;2;0;2;0;0;1;0;0;1;0;0;0;1;0;1	24.0	10.0	0.0	6.0	3R	804	190	1.305769673
FBgn0039774	ZI	8;2;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	35;6;7;2;2;1;4;1;3;0;1;0;0;1;1;1;1;0;0;2	68.0	14.0	2.0	21.0	3R	1368	341	1.305769673
FBgn0039776	ZI	10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	28;1;3;3;2;0;2;2;1;2;0;0;1;0;2;0;0;0;1;1	49.0	13.0	4.0	10.0	3R	1056	249	1.305769673
FBgn0039777	ZI	5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3	7;1;2;1;2;2;2;2;0;1;1;0;1;0;0;2;4;0;0;4	32.0	9.0	14.0	11.0	3R	528	139	0.652884836
FBgn0039778	ZI	8;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	17;3;6;2;1;1;2;1;2;0;0;0;2;1;0;0;0;1;0;1	40.0	13.0	4.0	5.0	3R	526	141	0.652884836
FBgn0039779	ZI	51;2;3;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0	22;2;3;5;1;1;0;3;0;0;1;1;0;0;0;0;0;1;0;0	40.0	61.0	17.0	16.0	3R	1017	228	0.652884836
FBgn0039780	ZI	34;6;2;0;0;2;0;0;3;1;0;0;0;0;0;0;0;0;1;0	31;1;5;1;2;2;0;1;2;3;0;0;1;1;1;1;1;0;1;1	55.0	49.0	5.0	13.0	3R	1018	258	0.652884836
FBgn0039782	ZI	47;7;6;2;1;2;3;1;2;0;0;0;1;0;1;0;1;2;1;2	18;9;7;3;0;0;0;1;1;1;0;1;1;0;0;0;1;1;0;1	45.0	79.0	23.0	17.0	3R	998	196	0.652884836
FBgn0039783	ZI	42;6;6;0;1;0;0;0;0;1;0;2;1;3;1;0;1;0;1;1	30;4;4;0;1;1;1;2;3;0;0;0;0;0;0;0;0;2;1;4	53.0	66.0	22.0	14.0	3R	1059	225	0.652884836
FBgn0039784	ZI	55;4;2;2;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1	29;5;2;2;3;1;2;2;1;0;0;0;0;1;1;0;2;1;0;0	52.0	68.0	14.0	11.0	3R	1054	234	0.652884836
FBgn0039787	ZI	21;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	36;6;4;8;1;3;1;1;0;3;3;0;1;1;0;2;2;0;2;0	74.0	26.0	6.0	19.0	3R	1301	348	1.088141394
FBgn0039788	ZI	7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0	17;2;2;0;2;1;2;0;1;1;0;0;0;1;1;0;0;1;2;2	35.0	8.0	7.0	16.0	3R	774	178	1.088141394
FBgn0039789	ZI	21;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0	31;8;5;1;3;0;2;1;3;1;0;0;1;1;0;0;0;0;1;0	58.0	23.0	1.0	16.0	3R	1222	326	1.088141394
FBgn0039790	ZI	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	17;3;4;2;1;3;2;0;0;0;0;0;0;0;0;0;1;0;0;1	34.0	5.0	18.0	9.0	3R	784	193	1.088141394
FBgn0039792	ZI	21;4;1;1;0;0;0;1;0;0;0;2;0;0;0;2;0;1;1;0	11;2;3;1;2;2;0;0;0;0;1;0;0;0;1;0;0;0;0;2	25.0	34.0	26.0	7.0	3R	763	170	1.088141394
FBgn0039795	ZI	39;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1	33;8;4;2;3;1;0;1;0;2;0;1;0;0;1;0;0;2;0;0	58.0	47.0	8.0	15.0	3R	1253	286	1.4145838119999998
FBgn0039796	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	12;0;2;2;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;2	22.0	3.0	0.0	14.0	3R	693	149	1.4145838119999998
FBgn0039797	ZI	21;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0	16;3;0;1;2;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1	27.0	25.0	21.0	14.0	3R	871	230	1.4145838119999998
FBgn0039798	ZI	19;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2	10;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1	14.0	26.0	91.0	17.0	3R	715	187	1.4145838119999998
FBgn0039799	ZI	11;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0	12;4;3;2;2;0;2;1;0;0;0;1;0;0;1;0;0;1;0;1	30.0	15.0	8.0	4.0	3R	556	127	1.4145838119999998
FBgn0039800	ZI	4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	12;1;0;0;0;2;1;1;0;0;0;0;0;1;0;0;1;0;0;3	22.0	6.0	6.0	2.0	3R	309	80	1.4145838119999998
FBgn0039801	ZI	9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;2;0;1;0;0;0;0;0;0;1;0;1;2;0;0;1;1;0;1	18.0	9.0	1.0	3.0	3R	305	79	1.4145838119999998
FBgn0039802	ZI	15;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1	8;3;1;1;2;2;1;0;0;0;0;3;0;0;0;0;0;0;0;0	21.0	19.0	5.0	7.0	3R	399	115	0.652884836
FBgn0039804	ZI	67;6;0;0;2;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0	31;9;1;1;0;2;4;1;2;1;0;1;2;1;0;1;2;1;1;2	63.0	78.0	15.0	26.0	3R	1670	442	0.652884836
FBgn0039805	ZI	6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	15;2;3;0;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0	25.0	8.0	1.0	1.0	3R	471	114	0.652884836
