id	pop	DAF0f	DAF4f	p0	pi	di	d0	chr	name	mi	m0	recomb
FBgn0086690	RAL	38;7;1;3;2;1;1;0;0;0;0;0;0;1;1;2;0;1;0;2	30;10;3;4;0;0;0;2;2;0;1;1;2;3;1;4;1;3;6;10	83.0	60.0	49.0	83.0	3L	cp309	8240	120	0.7614844
FBgn0086690	ZI	133;11;4;3;1;0;1;1;3;0;2;1;0;2;0;0;0;0;0;5	74;13;5;3;0;6;3;7;3;3;1;1;5;3;6;2;0;2;3;5	145.0	167.0	44.0	78.0	3L	cp309	8240	120	0.7614844
FBgn0086691	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0	4.0	4.0	2.0	7.0	2L	UK114	325	0	3.7528022169999997
FBgn0086691	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;1;3;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1	15.0	3.0	2.0	5.0	2L	UK114	325	0	3.7528022169999997
FBgn0086693	RAL	2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0	10;0;0;2;1;0;0;2;1;5;3;5;0;0;0;0;0;0;0;1	30.0	6.0	45.0	48.0	X	iav	2149	566	7.414246192999999
FBgn0086693	ZI	32;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0	58;9;9;4;1;0;1;2;0;2;0;0;2;0;0;0;2;2;1;4	97.0	36.0	44.0	41.0	X	iav	2149	566	7.414246192999999
FBgn0086694	RAL	5;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	12;4;3;6;0;2;2;2;1;1;0;0;0;0;0;1;0;0;0;1	35.0	8.0	7.0	34.0	3L	Bre1	2498	501	2.353679055
FBgn0086694	ZI	17;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0	36;8;6;1;3;2;4;1;2;0;1;0;2;0;0;1;0;1;0;2	70.0	20.0	7.0	30.0	3L	Bre1	2498	501	2.353679055
FBgn0086695	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	1.0	2.0	11.0	7.0	3R	hd	1289	338	0.0
FBgn0086695	ZI	6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1	5.0	7.0	17.0	27.0	3R	hd	1289	338	0.0
FBgn0086698	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	2L	frtz	2357	381	2.2282263159999998
FBgn0086698	ZI	27;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1	34;9;6;2;3;3;1;2;1;2;2;1;1;0;1;3;1;0;0;4	76.0	34.0	15.0	22.0	2L	frtz	2357	381	2.2282263159999998
FBgn0086704	RAL	6;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0	4;2;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1	12.0	11.0	3.0	13.0	3R	stops	1375	125	1.632212091
FBgn0086704	ZI	18;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1	15;3;1;1;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0	25.0	23.0	2.0	12.0	3R	stops	1375	125	1.632212091
FBgn0086706	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	17;2;0;1;2;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0	26.0	4.0	0.0	16.0	3L	pix	1451	315	1.453742946
FBgn0086706	ZI	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	17;5;3;0;3;0;0;1;0;0;2;0;0;0;0;0;1;0;0;1	33.0	4.0	0.0	15.0	3L	pix	1451	315	1.453742946
FBgn0086707	RAL	15;7;2;1;1;0;0;1;0;1;1;1;1;0;0;1;0;0;2;0	9;1;1;4;1;2;0;1;0;0;0;1;1;0;1;0;2;1;0;1	26.0	34.0	51.0	56.0	2L	ncm	3187	606	0.234550139
FBgn0086707	ZI	58;5;6;3;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;5	31;8;4;1;0;4;1;0;1;0;1;2;1;0;0;1;1;0;0;5	61.0	82.0	45.0	50.0	2L	ncm	3187	606	0.234550139
FBgn0086708	RAL	13;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0	8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0	15.0	22.0	10.0	19.0	3L	stv	1247	326	1.315291236
FBgn0086708	ZI	25;4;2;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1	12;5;2;0;1;1;2;0;1;0;0;0;2;0;0;1;1;0;0;2	30.0	35.0	10.0	13.0	3L	stv	1247	326	1.315291236
FBgn0086710	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	1.0	2L	RpL30	255	65	0.11727506900000001
FBgn0086710	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3.0	0.0	0.0	1.0	2L	RpL30	255	65	0.11727506900000001
FBgn0086711	RAL	6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10;3;2;0;1;0;0;1;0;0;0;1;1;1;1;1;0;1;1;1	25.0	6.0	1.0	10.0	2L	mol	1203	0	1.172750693
FBgn0086711	ZI	11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	24;3;3;0;2;1;0;0;2;0;1;1;0;2;0;1;1;0;1;2	44.0	12.0	0.0	8.0	2L	mol	1203	0	1.172750693
FBgn0086712	RAL	9;1;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0	19;1;0;2;1;1;1;1;0;3;1;0;0;0;0;1;0;0;1;0	32.0	15.0	18.0	24.0	2R	Egm	1447	389	7.700957044
FBgn0086712	ZI	32;2;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0	25;3;3;1;4;3;0;2;2;0;1;0;0;0;2;0;1;1;1;2	51.0	38.0	18.0	21.0	2R	Egm	1447	389	7.700957044
FBgn0086757	RAL	8;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0	5;4;0;0;0;0;2;1;0;0;0;0;1;1;1;0;0;0;1;0	16.0	12.0	6.0	20.0	2R	cbs	1143	246	1.73542694
FBgn0086757	ZI	25;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	17;8;1;0;1;0;0;0;1;0;0;1;0;2;0;1;0;1;0;1	34.0	30.0	7.0	17.0	2R	cbs	1143	246	1.73542694
FBgn0086758	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	2L	chinmo	1637	458	2.931876732
FBgn0086758	ZI	8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	29;2;3;1;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;2	41.0	9.0	98.0	45.0	2L	chinmo	1637	458	2.931876732
FBgn0086768	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	1.0	10.0	11.0	3R	Pcmt	594	0	0.0
FBgn0086768	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3.0	2.0	12.0	15.0	3R	Pcmt	594	0	0.0
FBgn0086778	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	2.0	29.0	24.0	X	nAChRalpha7	1508	136	6.510069828
FBgn0086778	ZI	9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	14;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	20.0	10.0	29.0	22.0	X	nAChRalpha7	1508	136	6.510069828
FBgn0086779	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	2L	step	1884	221	0.0
FBgn0086779	ZI	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	8.0	1.0	0.0	9.0	2L	step	1884	221	0.0
FBgn0086782	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	amn	391	112	4.249628915
FBgn0086782	ZI	19;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9.0	22.0	8.0	2.0	X	amn	391	112	4.249628915
FBgn0086784	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	8.0	4.0	1.0	32.0	2R	stmA	2275	0	0.32539255100000003
FBgn0086784	ZI	9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	12;2;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2	20.0	10.0	1.0	29.0	2R	stmA	2275	0	0.32539255100000003
FBgn0086785	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	6.0	5.0	6.0	15.0	3L	Vps36	906	240	1.453742946
FBgn0086785	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;3	18.0	3.0	7.0	10.0	3L	Vps36	906	240	1.453742946
FBgn0086855	RAL	10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	8.0	11.0	11.0	19.0	2L	CG17078	1671	0	0.0
FBgn0086855	ZI	6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10;3;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	19.0	7.0	11.0	19.0	2L	CG17078	1671	0	0.0
FBgn0086856	RAL	4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	3.0	6.0	12.0	16.0	2L	CG11555	430	84	0.0
FBgn0086856	ZI	4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	6.0	13.0	16.0	2L	CG11555	430	84	0.0
FBgn0086895	RAL	10;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	4;0;1;0;1;1;0;0;1;0;0;0;1;0;2;2;0;0;1;3	17.0	15.0	404.0	201.0	2R	pea	2380	561	3.6877822460000003
FBgn0086895	ZI	11;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	21;3;2;2;2;0;1;1;2;0;0;0;1;0;0;0;1;0;3;8	47.0	15.0	404.0	187.0	2R	pea	2380	561	3.6877822460000003
FBgn0086898	RAL	18;3;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0	13;0;0;0;1;1;0;0;0;1;0;0;0;1;3;0;0;0;0;2	22.0	25.0	12.0	37.0	2R	dgo	2212	454	4.338567349
FBgn0086898	ZI	47;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1	36;1;2;0;1;0;1;2;0;0;1;0;1;0;0;0;1;0;1;3	50.0	53.0	12.0	31.0	2R	dgo	2212	454	4.338567349
FBgn0086899	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	2.0	17.0	10.0	X	tlk	2890	668	2.712529095
FBgn0086899	ZI	17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	33;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1	40.0	20.0	35.0	18.0	X	tlk	2890	668	2.712529095
FBgn0086900	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3L	Cpr65Ax1	239	0	1.315291236
FBgn0086900	ZI	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	1.0	5.0	2.0	3L	Cpr65Ax1	239	0	1.315291236
FBgn0086901	RAL	40;1;4;2;2;0;1;0;0;0;0;1;1;1;1;0;1;0;0;1	38;4;5;5;4;2;0;1;3;1;1;4;1;1;0;0;1;2;0;3	76.0	56.0	16.0	57.0	3R	cv-c	5835	985	8.052246317
FBgn0086901	ZI	85;4;3;2;0;0;1;0;2;0;0;1;0;0;0;0;0;1;0;0	90;12;7;3;2;2;1;1;1;4;0;2;2;1;2;1;1;1;0;4	137.0	99.0	18.0	52.0	3R	cv-c	5835	985	8.052246317
FBgn0086904	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	3.0	0.0	0.0	13.0	2R	Nacalpha	525	119	8.46020633
FBgn0086904	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2	21.0	2.0	0.0	8.0	2R	Nacalpha	525	119	8.46020633
FBgn0086906	RAL	368;27;28;16;9;10;17;9;9;8;12;9;8;3;3;4;4;4;6;12	236;32;27;24;25;24;21;13;18;13;13;13;18;7;9;9;15;9;15;29	570.0	566.0	445.0	453.0	3L	sls	53338	916	1.453742946
FBgn0086906	ZI	990;55;31;22;13;13;8;9;7;9;4;7;3;2;9;7;7;3;10;33	582;118;56;43;38;22;16;22;20;21;14;10;13;9;10;9;8;10;14;35	1070.0	1242.0	396.0	388.0	3L	sls	53338	916	1.453742946
FBgn0086907	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1.0	1.0	0.0	3.0	2L	Cyt-c-d	210	48	4.221902494
FBgn0086907	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	0.0	0.0	2.0	2L	Cyt-c-d	210	48	4.221902494
FBgn0086908	RAL	5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	6;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	9.0	7.0	49.0	60.0	2R	egg	3082	583	1.8438911230000001
FBgn0086908	ZI	21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	8.0	22.0	50.0	58.0	2R	egg	3082	583	1.8438911230000001
FBgn0086909	RAL	8;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1	5;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	9.0	13.0	3.0	16.0	2L	CG31751	795	180	0.234550139
FBgn0086909	ZI	14;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0	9;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	14.0	18.0	3.0	15.0	2L	CG31751	795	180	0.234550139
FBgn0086912	RAL	5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	6.0	7.0	25.0	28.0	2L	mbm	1334	0	0.0
FBgn0086912	ZI	9;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	12.0	12.0	29.0	30.0	2L	mbm	1334	0	0.0
FBgn0086913	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3L	Rab26	782	221	0.138451709
FBgn0086913	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	3.0	26.0	7.0	3L	Rab26	782	221	0.138451709
FBgn0086915	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	3.0	31.0	11.0	3L	Mst77F	537	0	0.20767756399999998
FBgn0086915	ZI	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	1.0	30.0	11.0	3L	Mst77F	537	0	0.20767756399999998
FBgn0086916	RAL	8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	10;2;1;2;3;1;1;2;3;3;2;0;0;1;0;2;0;0;1;1	35.0	10.0	25.0	27.0	3L	snky	1352	303	2.215227346
FBgn0086916	ZI	9;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2	12;3;1;2;1;4;0;1;3;3;1;1;3;0;1;1;1;0;0;1	39.0	13.0	22.0	27.0	3L	snky	1352	303	2.215227346
FBgn0087005	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1.0	1.0	0.0	1.0	3R	rtp	492	83	0.0
FBgn0087005	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	0.0	1.0	2.0	3R	rtp	492	83	0.0
FBgn0087007	RAL	58;5;3;0;2;3;1;1;1;1;0;0;3;0;0;2;1;0;0;1	38;7;5;2;1;3;2;1;1;2;1;5;2;0;1;2;1;1;4;2	81.0	82.0	41.0	85.0	3L	bbg	7029	687	0.8999361090000001
FBgn0087007	ZI	76;12;17;2;2;0;1;0;1;0;0;1;0;0;2;0;0;3;0;1	64;11;10;6;5;3;2;3;3;2;4;2;0;2;1;0;1;1;2;4	126.0	118.0	42.0	76.0	3L	bbg	7029	687	0.8999361090000001
FBgn0087008	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4	10;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1	14.0	10.0	211.0	80.0	X	e(y)3	4850	1017	2.3508585490000002
FBgn0087008	ZI	37;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3	40;4;0;1;2;0;0;0;3;0;0;0;0;0;0;0;1;0;1;5	57.0	45.0	207.0	72.0	X	e(y)3	4850	1017	2.3508585490000002
FBgn0087012	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3R	5-HT2A	1788	471	0.0
FBgn0087012	ZI	16;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0	6;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0	10.0	21.0	44.0	33.0	3R	5-HT2A	1788	471	0.0
FBgn0087013	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3R	Karybeta3	2122	504	0.0
FBgn0087013	ZI	3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9.0	4.0	12.0	45.0	3R	Karybeta3	2122	504	0.0
FBgn0087021	RAL	7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0	5.0	7.0	19.0	9.0	3R	Spc25	431	89	1.305769673
FBgn0087021	ZI	23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;2	13.0	23.0	17.0	6.0	3R	Spc25	431	89	1.305769673
FBgn0087035	RAL	4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;2	4;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	7.0	10.0	125.0	52.0	3L	AGO2	2355	521	1.246065382
FBgn0087035	ZI	5;3;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1	9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1	13.0	13.0	168.0	64.0	3L	AGO2	2355	521	1.246065382
FBgn0087039	RAL	10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	2.0	13.0	17.0	21.0	3L	Sbp2	591	135	1.938323927
FBgn0087039	ZI	25;2;4;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0	8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	9.0	34.0	17.0	21.0	3L	Sbp2	591	135	1.938323927
FBgn0087040	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;3;5;2;1;2;2;3;0;0;0;0;0;1;0;1;1;1;0;0	26.0	2.0	0.0	11.0	3L	alphaTub67C	901	213	3.1843893089999997
FBgn0087040	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	22;4;4;4;0;1;1;1;1;0;0;0;0;4;0;0;1;0;1;1	45.0	2.0	0.0	9.0	3L	alphaTub67C	901	213	3.1843893089999997
FBgn0087041	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1	1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	7.0	9.0	6.0	2L	CG42231	593	101	3.518252078
FBgn0087041	ZI	8;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2	7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	9.0	15.0	5.0	6.0	2L	CG42231	593	101	3.518252078
FBgn0243486	RAL	9;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	5;2;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0	12.0	13.0	3.0	15.0	2L	rdo	1429	350	0.938200554
FBgn0243486	ZI	14;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	15;4;3;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0	24.0	18.0	6.0	21.0	2L	rdo	1429	350	0.938200554
FBgn0243511	RAL	9;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0	13;1;2;1;0;2;4;0;1;2;0;0;0;0;0;1;2;0;1;1	31.0	11.0	12.0	30.0	3R	psidin	1782	413	5.875963528
FBgn0243511	ZI	28;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1	37;3;5;2;4;0;2;0;1;1;0;1;3;0;0;0;0;1;2;1	63.0	32.0	11.0	26.0	3R	psidin	1782	413	5.875963528
FBgn0243512	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3R	puc	911	238	0.108814139
FBgn0243512	ZI	8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	8;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	13.0	9.0	6.0	11.0	3R	puc	911	238	0.108814139
FBgn0243513	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	4.0	1.0	0.0	9.0	2L	cnir	357	93	1.055475623
FBgn0243513	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	3.0	0.0	7.0	2L	cnir	357	93	1.055475623
FBgn0243514	RAL	23;2;1;0;2;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0	8;2;0;0;1;0;0;0;0;0;0;0;0;2;2;0;1;0;1;2	19.0	33.0	63.0	21.0	3R	eater	2771	412	2.829167625
FBgn0243514	ZI	83;9;7;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;8	51;7;1;0;3;1;1;0;0;0;4;1;0;3;1;0;0;1;2;0	76.0	112.0	70.0	21.0	3R	eater	2771	412	2.829167625
FBgn0243516	RAL	14;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0	9;3;1;0;1;1;3;2;1;0;0;0;0;0;0;0;0;0;0;1	22.0	20.0	14.0	27.0	2R	Vrp1	2355	148	2.711604593
FBgn0243516	ZI	36;2;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1	42;1;3;0;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;3	54.0	43.0	15.0	24.0	2R	Vrp1	2355	148	2.711604593
FBgn0243586	RAL	9;2;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0	12;2;1;0;1;0;1;0;1;0;0;0;0;1;2;0;0;0;0;0	21.0	14.0	5.0	10.0	3R	Tb	544	158	1.632212091
FBgn0243586	ZI	16;2;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1	17;3;2;1;1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;2	31.0	22.0	4.0	9.0	3R	Tb	544	158	1.632212091
FBgn0250732	RAL	7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	8;1;2;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0	14.0	9.0	25.0	27.0	3R	gfzf	2647	390	0.108814139
FBgn0250732	ZI	6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;2;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0	12.0	6.0	27.0	28.0	3R	gfzf	2647	390	0.108814139
